CustomerID,Age,TenureMonths,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,Churn
C0826,,11,44.7,528.59,,Fiber,Credit Card,0
C0827,56,,44.7,-31.39,,Fiber,Credit Card,0
C0828,56,11,44.7,492.57,Month-to-Month,DSL,Credit Card,1
C0829,,11,44.7,487.83,Month-to-Month,Fiber,Credit Card,1
C0830,56,,44.7,10.22,Month-to-Month,Fiber,Credit Card,0
C0831,56,11,44.7,516.21,Month-to-Month,Fiber,,0
C0832,,11,44.7,478.91,Two Year,DSL,Credit Card,0
C0833,56,11,44.7,517.07,Month-to-Month,Fiber,Credit Card,1
C0834,56,11,,,Month-to-Month,None,Credit Card,1
C0835,56,11,,,Month-to-Month,None,Mailed Check,1
C0836,56,11,44.7,526.24,,Fiber,Mailed Check,0
C0837,56,11,44.7,,One Year,Fiber,Credit Card,0
C0838,56,,44.7,35.75,Month-to-Month,Fiber,Credit Card,0
C0839,56,11,44.7,489.19,Month-to-Month,None,Credit Card,1
C0840,56,11,44.7,497.06,,Fiber,Credit Card,0
C0841,56,11,,,Two Year,Fiber,Credit Card,0
C0842,56,11,,,Month-to-Month,None,Bank Transfer,1
C0843,unknown,11,44.7,528.58,Month-to-Month,DSL,Credit Card,1
C0844,56,,44.7,38.26,Month-to-Month,Fiber,Bank Transfer,0
C0845,56,11,44.7,487.15,Month-to-Month,Fiber,Credit Card,1
C0846,,11,44.7,528.25,One Year,fiber,Mailed Check,0
C0847,56,11,44.7,523.42,month-to-month,fiber,Mailed Check,1
C0848,56,11,44.7,474.55,Month-to-Month,None,Bank Transfer,1
C0849,56,11,44.7,501.68,Two Year,DSL,Credit Card,0
C0850,56,11,44.7,523.66,Month-to-Month,DSL,Credit Card,1
C0851,56,11,44.7,535.28,Two Year,,Bank Transfer,0
C0852,56,11,,,Two Year,,Mailed Check,0
C0853,56,11,44.7,521.6,Month-to-Month,Fiber,Bank Transfer,1
C0854,56,,44.7,-21.89,Month-to-Month,None,Mailed Check,0
C0855,56,11,44.7,492.42,One Year,Fiber,Mailed Check,0
C0856,56,11,44.7,483.77,Month-to-Month,Fiber,Credit Card,1
C0857,56,11,44.7,450.65,Month-to-Month,DSL,Bank Transfer,1
C0858,56,11,44.7,454.1,One Year,Fiber,Credit Card,0
C0859,56,11,,,,fiber,Credit Card,0
C0860,56,11,44.7,588.99,Month-to-Month,Fiber,Bank Transfer,1
C0861,56,11,,,Two Year,DSL,Credit Card,0
C0862,56,11,44.7,560.94,Month-to-Month,fiber,Mailed Check,1
C0863,56,11,44.7,498.14,Two Year,fiber,Credit Card,0
C0864,56,,44.7,-16.85,One Year,Fiber,Bank Transfer,0
C0865,56,,44.7,41.98,month-to-month,Fiber,Bank Transfer,0
C0866,56,11,44.7,480.24,Month-to-Month,DSL,Bank Transfer,1
C0867,56,11,44.7,461.84,One Year,Fiber,Credit Card,0
C0868,56,11,44.7,546.52,One Year,,Mailed Check,0
C0869,56,11,,,Month-to-Month,fiber,Bank Transfer,1
C0870,56,11,,,Month-to-Month,Fiber,Bank Transfer,0
C0871,56,11,,,Month-to-Month,Fiber,Credit Card,1
C0872,,11,44.7,515.5,Month-to-Month,Fiber,Bank Transfer,1
C0873,56,11,44.7,488.04,month-to-month,fiber,Mailed Check,1
C0874,56,11,44.7,,Month-to-Month,Fiber,Bank Transfer,1
C0875,unknown,11,44.7,449.43,Month-to-Month,Fiber,Mailed Check,1
C0876,56,11,44.7,,Two Year,Fiber,Bank Transfer,0
C0877,,11,44.7,479.44,Month-to-Month,DSL,Credit Card,1
C0878,56,11,44.7,470.26,One Year,Fiber,Credit Card,0
C0879,56,11,44.7,507.34,Month-to-Month,Fiber,Credit Card,1
C0880,56,11,,,,fiber,Bank Transfer,0
C0881,56,11,44.7,488.1,month-to-month,fiber,Mailed Check,1
C0882,56,11,44.7,513.91,month-to-month,None,Credit Card,1
C0883,56,11,44.7,454.7,Month-to-Month,Fiber,Bank Transfer,1
C0884,56,11,,,Two Year,Fiber,Bank Transfer,0
C0885,56,11,44.7,447.01,Month-to-Month,DSL,Bank Transfer,1
C0886,,11,44.7,529.29,Month-to-Month,Fiber,Credit Card,1
C0887,56,11,44.7,478.25,Month-to-Month,fiber,Credit Card,1
C0888,56,11,44.7,494.8,One Year,DSL,Credit Card,0
C0889,56,,44.7,61.26,Month-to-Month,Fiber,Credit Card,0
C0890,unknown,11,44.7,500.02,One Year,fiber,Credit Card,0
C0891,56,11,44.7,491.03,Month-to-Month,,Credit Card,1
C0892,56,11,44.7,467.31,Month-to-Month,Fiber,Bank Transfer,1
C0893,unknown,11,44.7,516.4,Two Year,DSL,Credit Card,0
C0894,,11,,,Month-to-Month,Fiber,,1
C0895,56,11,44.7,500.35,Two Year,Fiber,Credit Card,0
C0896,56,11,44.7,474.82,Month-to-Month,Fiber,Credit Card,1
C0897,56,11,44.7,,Two Year,DSL,Credit Card,0
C0898,56,11,44.7,511.64,One Year,,Credit Card,0
C0899,56,11,44.7,475.11,Month-to-Month,DSL,Mailed Check,1
C0900,56,11,44.7,468.24,Month-to-Month,Fiber,Credit Card,1
C0901,56,11,44.7,,One Year,DSL,Mailed Check,0
C0902,56,11,44.7,468.91,Two Year,Fiber,Mailed Check,0
C0903,,11,44.7,471.93,Month-to-Month,fiber,Bank Transfer,1
C0904,56,11,44.7,441.77,Month-to-Month,Fiber,Bank Transfer,1
C0905,56,11,,,month-to-month,Fiber,Bank Transfer,1
C0906,,,44.7,-62.27,One Year,Fiber,Credit Card,0
C0907,56,11,44.7,489.12,Month-to-Month,None,Bank Transfer,1
C0908,56,11,44.7,487.19,Month-to-Month,Fiber,Credit Card,1
C0909,56,11,44.7,481.9,Month-to-Month,None,Credit Card,0
C0910,56,11,44.7,505.63,One Year,Fiber,Bank Transfer,0
C0911,56,11,44.7,475.18,Month-to-Month,Fiber,Bank Transfer,1
C0912,56,,,,,DSL,Mailed Check,0
C0913,56,11,44.7,506.25,Month-to-Month,fiber,Credit Card,1
C0914,56,11,44.7,477.67,Month-to-Month,fiber,Mailed Check,1
C0915,56,11,44.7,,One Year,Fiber,Credit Card,0
C0916,,11,44.7,509.28,month-to-month,Fiber,Credit Card,1
C0917,56,11,44.7,479.33,Two Year,Fiber,Credit Card,0
C0918,unknown,11,44.7,491.94,Month-to-Month,DSL,Bank Transfer,1
C0919,56,11,44.7,481.93,Two Year,DSL,Credit Card,0
C0920,56,11,44.7,486.77,One Year,fiber,Bank Transfer,0
C0921,56,11,44.7,498.06,Month-to-Month,fiber,Mailed Check,1
C0922,unknown,11,44.7,450.04,Month-to-Month,Fiber,Bank Transfer,1
C0923,56,11,44.7,443.69,Month-to-Month,DSL,Bank Transfer,1
C0924,56,11,,,Month-to-Month,fiber,Mailed Check,1
C0925,56,11,44.7,476.33,month-to-month,None,Mailed Check,1
C0926,56,11,,,Month-to-Month,Fiber,Bank Transfer,1
C0927,56,11,44.7,464.76,,Fiber,Credit Card,0
C0928,56,11,44.7,461.88,One Year,Fiber,Mailed Check,0
C0929,56,11,44.7,504.31,One Year,Fiber,Bank Transfer,0
C0930,56,11,44.7,,One Year,Fiber,Credit Card,0
C0931,56,11,44.7,476.59,Month-to-Month,Fiber,Credit Card,1
C0932,56,11,44.7,488.86,Month-to-Month,DSL,Mailed Check,1
C0933,56,11,44.7,487.68,Month-to-Month,Fiber,Credit Card,1
C0934,,11,44.7,,One Year,Fiber,,0
C0935,56,11,44.7,504.06,Month-to-Month,Fiber,Credit Card,1
C0936,56,11,44.7,479.7,Two Year,None,Mailed Check,0
C0937,56,11,,,Month-to-Month,fiber,Credit Card,1
C0938,56,11,44.7,499.78,Month-to-Month,DSL,Bank Transfer,1
C0939,56,11,44.7,527.62,Month-to-Month,Fiber,Mailed Check,1
C0940,56,11,44.7,447.42,month-to-month,,Bank Transfer,1
C0941,56,11,44.7,500.07,Two Year,Fiber,Bank Transfer,0
C0942,56,11,44.7,517.55,Month-to-Month,Fiber,Credit Card,1
C0943,56,11,44.7,,One Year,Fiber,Credit Card,0
C0944,56,11,44.7,522.78,Month-to-Month,Fiber,Credit Card,0
C0945,56,11,44.7,449.01,,Fiber,Bank Transfer,0
C0946,56,11,44.7,528.83,One Year,fiber,Credit Card,1
C0947,56,11,44.7,503.09,Month-to-Month,DSL,Credit Card,1
C0948,56,11,,,One Year,Fiber,Bank Transfer,0
C0949,56,11,44.7,468.26,Month-to-Month,fiber,Bank Transfer,1
C0950,56,11,44.7,460.95,,Fiber,Mailed Check,0
C0951,56,11,44.7,462.14,Month-to-Month,Fiber,Credit Card,1
C0952,56,11,44.7,533.85,One Year,DSL,Credit Card,0
C0953,56,11,,,Month-to-Month,DSL,Mailed Check,1
C0954,56,,44.7,-15.74,Two Year,Fiber,Credit Card,0
C0955,56,,44.7,14.81,Two Year,Fiber,Mailed Check,0
C0956,56,11,,,One Year,DSL,Mailed Check,0
C0957,56,11,44.7,458.4,One Year,DSL,Mailed Check,0
C0958,56,11,44.7,,month-to-month,DSL,Credit Card,1
C0959,unknown,11,44.7,526.11,Month-to-Month,Fiber,Mailed Check,1
C0960,56,11,44.7,469.98,Month-to-Month,Fiber,Mailed Check,1
C0961,56,11,44.7,485.84,Month-to-Month,Fiber,Bank Transfer,1
C0962,56,11,,,,Fiber,Credit Card,0
C0963,56,11,,,Month-to-Month,fiber,Credit Card,1
C0964,56,11,44.7,491.49,Two Year,DSL,Credit Card,0
C0965,56,11,44.7,485.23,One Year,Fiber,Bank Transfer,0
C0966,,11,44.7,501.29,Month-to-Month,None,Bank Transfer,1
C0967,56,11,,,Month-to-Month,DSL,Credit Card,1
C0968,56,11,44.7,541.31,Month-to-Month,Fiber,Bank Transfer,1
C0969,,11,44.7,477.59,Month-to-Month,None,Credit Card,1
C0970,56,11,44.7,478.83,Month-to-Month,fiber,Bank Transfer,1
C0971,unknown,11,44.7,531.48,Month-to-Month,DSL,Mailed Check,1
C0972,56,11,44.7,472.12,month-to-month,Fiber,Credit Card,1
C0973,56,11,44.7,510.24,,DSL,Credit Card,0
C0974,56,11,44.7,536.98,Month-to-Month,None,Credit Card,1
C0975,56,,44.7,,Month-to-Month,Fiber,Bank Transfer,0
C0976,56,11,44.7,445.72,Month-to-Month,Fiber,Mailed Check,1
C0977,56,11,44.7,485.81,One Year,fiber,Mailed Check,0
C0978,56,11,,,Two Year,Fiber,Credit Card,0
C0979,unknown,11,44.7,500.62,Month-to-Month,None,,1
C0980,56,11,44.7,488.65,Month-to-Month,DSL,Credit Card,1
C0981,56,11,44.7,512.65,Two Year,Fiber,Bank Transfer,0
C0982,56,11,44.7,484.11,One Year,Fiber,Credit Card,0
C0983,56,11,44.7,475.47,Month-to-Month,None,Mailed Check,1
C0984,56,11,,,One Year,Fiber,Bank Transfer,0
C0985,56,11,44.7,523.71,Month-to-Month,DSL,Bank Transfer,1
C0986,56,11,44.7,533.5,Month-to-Month,DSL,Mailed Check,1
C0987,56,11,44.7,513.02,Two Year,None,Credit Card,0
C0988,56,11,,,Two Year,,Credit Card,0
C0989,56,11,44.7,487.97,Month-to-Month,DSL,Mailed Check,1
C0990,56,11,44.7,474.63,month-to-month,Fiber,Credit Card,1
C0991,56,11,44.7,469.44,Month-to-Month,,Credit Card,1
C0992,unknown,11,44.7,530.45,Two Year,DSL,Bank Transfer,0
C0993,56,11,44.7,500.61,Month-to-Month,Fiber,Bank Transfer,1
C0994,56,11,,,month-to-month,Fiber,Credit Card,1
C0995,56,11,44.7,540.34,month-to-month,None,Credit Card,1
C0996,56,,44.7,-44.97,Month-to-Month,Fiber,Credit Card,0
C0997,unknown,11,44.7,488.94,month-to-month,DSL,Bank Transfer,1
C0998,56,11,,,Two Year,DSL,Mailed Check,0
C0999,56,11,44.7,465.18,Two Year,Fiber,,0
C1000,56,11,44.7,414.05,Month-to-Month,DSL,Bank Transfer,1
